"MEDC_ID","MEDC_CD","MEDC_NAME","MEDC_COND","MEDC_CATG","MEDC_BRND","EXEC_ID"
7717,"743","Medicament743","Cond1","CategoryMed21","MarqueMed4",12
16302,"1269","Medicament1269","Cond11","CategoryMed48","MarqueMed17",12
10735,"1659","Medicament1659","Cond4","CategoryMed4","MarqueMed5",12
5168,"249","Medicament249","Cond5","CategoryMed32","MarqueMed1",12
13753,"776","Medicament776","Cond12","CategoryMed19","MarqueMed9",12
8186,"1164","Medicament1164","Cond9","CategoryMed38","MarqueMed22",12
11204,"281","Medicament281","Cond8","CategoryMed22","MarqueMed9",12
5637,"671","Medicament671","Cond9","CategoryMed6","MarqueMed8",12
8655,"1587","Medicament1587","Cond1","CategoryMed29","MarqueMed19",12
3088,"1977","Medicament1977","Cond11","CategoryMed29","MarqueMed17",12
6106,"1092","Medicament1092","Cond7","CategoryMed1","MarqueMed20",12
539,"1482","Medicament1482","Cond5","CategoryMed43","MarqueMed16",12
9124,"209","Medicament209","Cond9","CategoryMed16","MarqueMed10",12
3557,"6","Medicament6","Cond11","CategoryMed39","MarqueMed13",12
6575,"1514","Medicament1514","Cond11","CategoryMed12","MarqueMed17",12
1008,"1904","Medicament1904","Cond6","CategoryMed2","MarqueMed18",12
4026,"102","Medicament102","Cond2","CategoryMed39","MarqueMed1",12
18178,"1157","Medicament1157","Cond8","CategoryMed3","MarqueMed15",12
1477,"527","Medicament527","Cond9","CategoryMed31","MarqueMed10",12
4495,"1442","Medicament1442","Cond3","CategoryMed46","MarqueMed15",12
18647,"158","Medicament158","Cond10","CategoryMed36","MarqueMed11",12
1946,"95","Medicament95","Cond4","CategoryMed32","MarqueMed5",12
16098,"1085","Medicament1085","Cond3","CategoryMed6","MarqueMed15",12
19116,"201","Medicament201","Cond7","CategoryMed44","MarqueMed9",12
13549,"592","Medicament592","Cond10","CategoryMed48","MarqueMed10",12
16567,"1507","Medicament1507","Cond9","CategoryMed35","MarqueMed4",12
11000,"1898","Medicament1898","Cond13","CategoryMed4","MarqueMed8",12
19585,"624","Medicament624","Cond12","CategoryMed10","MarqueMed2",12
14018,"1012","Medicament1012","Cond7","CategoryMed8","MarqueMed15",12
17036,"193","Medicament193","Cond8","CategoryMed34","MarqueMed7",12
11469,"52","Medicament52","Cond12","CategoryMed44","MarqueMed13",12
14487,"1435","Medicament1435","Cond9","CategoryMed36","MarqueMed12",12
8920,"1825","Medicament1825","Cond13","CategoryMed5","MarqueMed14",12
11938,"942","Medicament942","Cond9","CategoryMed3","MarqueMed22",12
6371,"1330","Medicament1330","Cond1","CategoryMed16","MarqueMed14",12
14956,"1858","Medicament1858","Cond6","CategoryMed43","MarqueMed1",12
9389,"448","Medicament448","Cond9","CategoryMed40","MarqueMed16",12
12407,"1363","Medicament1363","Cond12","CategoryMed30","MarqueMed23",12
6840,"1753","Medicament1753","Cond13","CategoryMed49","MarqueMed8",12
9858,"870","Medicament870","Cond4","CategoryMed49","MarqueMed23",12
4291,"1259","Medicament1259","Cond4","CategoryMed9","MarqueMed23",12
7309,"376","Medicament376","Cond7","CategoryMed32","MarqueMed3",12
1742,"766","Medicament766","Cond4","CategoryMed16","MarqueMed9",12
4760,"1681","Medicament1681","Cond4","CategoryMed35","MarqueMed19",12
7778,"799","Medicament799","Cond6","CategoryMed23","MarqueMed2",12
2211,"1187","Medicament1187","Cond12","CategoryMed24","MarqueMed19",12
5229,"303","Medicament303","Cond2","CategoryMed4","MarqueMed12",12
19381,"440","Medicament440","Cond5","CategoryMed4","MarqueMed14",12
2680,"1609","Medicament1609","Cond4","CategoryMed39","MarqueMed1",12
16832,"1746","Medicament1746","Cond1","CategoryMed36","MarqueMed3",12
131,"1114","Medicament1114","Cond3","CategoryMed13","MarqueMed2",12
19850,"863","Medicament863","Cond6","CategoryMed15","MarqueMed14",12
3149,"231","Medicament231","Cond4","CategoryMed2","MarqueMed16",12
17301,"369","Medicament369","Cond12","CategoryMed8","MarqueMed20",12
600,"1537","Medicament1537","Cond11","CategoryMed31","MarqueMed13",12
14752,"1674","Medicament1674","Cond8","CategoryMed29","MarqueMed11",12
17770,"791","Medicament791","Cond9","CategoryMed6","MarqueMed19",12
12203,"118","Medicament118","Cond6","CategoryMed43","MarqueMed3",12
15221,"297","Medicament297","Cond8","CategoryMed13","MarqueMed20",12
18239,"1211","Medicament1211","Cond10","CategoryMed29","MarqueMed9",12
12672,"1601","Medicament1601","Cond1","CategoryMed40","MarqueMed11",12
15690,"719","Medicament719","Cond6","CategoryMed30","MarqueMed3",12
10123,"1107","Medicament1107","Cond4","CategoryMed39","MarqueMed1",12
13141,"224","Medicament224","Cond3","CategoryMed23","MarqueMed17",12
7574,"614","Medicament614","Cond11","CategoryMed31","MarqueMed17",12
10592,"153","Medicament153","Cond7","CategoryMed45","MarqueMed23",12
5025,"192","Medicament192","Cond6","CategoryMed3","MarqueMed15",12
13610,"647","Medicament647","Cond3","CategoryMed35","MarqueMed21",12
8043,"1035","Medicament1035","Cond10","CategoryMed36","MarqueMed3",12
11061,"1952","Medicament1952","Cond13","CategoryMed28","MarqueMed5",12
5494,"542","Medicament542","Cond12","CategoryMed16","MarqueMed5",12
8512,"1458","Medicament1458","Cond10","CategoryMed26","MarqueMed4",12
2945,"1848","Medicament1848","Cond8","CategoryMed28","MarqueMed11",12
5963,"965","Medicament965","Cond9","CategoryMed42","MarqueMed14",12
396,"1353","Medicament1353","Cond10","CategoryMed9","MarqueMed2",12
8981,"1880","Medicament1880","Cond1","CategoryMed46","MarqueMed8",12
3414,"470","Medicament470","Cond5","CategoryMed18","MarqueMed21",12
6432,"1386","Medicament1386","Cond13","CategoryMed30","MarqueMed8",12
865,"1776","Medicament1776","Cond4","CategoryMed15","MarqueMed2",12
3883,"893","Medicament893","Cond7","CategoryMed1","MarqueMed23",12
18035,"1028","Medicament1028","Cond6","CategoryMed33","MarqueMed23",12
1334,"399","Medicament399","Cond3","CategoryMed33","MarqueMed9",12
15486,"535","Medicament535","Cond8","CategoryMed42","MarqueMed13",12
18504,"1450","Medicament1450","Cond3","CategoryMed4","MarqueMed22",12
1803,"820","Medicament820","Cond1","CategoryMed48","MarqueMed6",12
15955,"958","Medicament958","Cond2","CategoryMed32","MarqueMed12",12
18973,"1873","Medicament1873","Cond1","CategoryMed30","MarqueMed4",12
13406,"463","Medicament463","Cond6","CategoryMed29","MarqueMed12",12
16424,"1379","Medicament1379","Cond2","CategoryMed20","MarqueMed19",12
10857,"1769","Medicament1769","Cond2","CategoryMed3","MarqueMed10",12
19442,"496","Medicament496","Cond11","CategoryMed34","MarqueMed14",12
13875,"886","Medicament886","Cond6","CategoryMed37","MarqueMed12",12
16893,"1800","Medicament1800","Cond11","CategoryMed27","MarqueMed8",12
11326,"391","Medicament391","Cond7","CategoryMed11","MarqueMed5",12
14344,"1306","Medicament1306","Cond1","CategoryMed36","MarqueMed6",12
8777,"1697","Medicament1697","Cond9","CategoryMed15","MarqueMed16",12
11795,"813","Medicament813","Cond3","CategoryMed35","MarqueMed17",12
6228,"1201","Medicament1201","Cond2","CategoryMed3","MarqueMed1",12
9246,"319","Medicament319","Cond9","CategoryMed36","MarqueMed2",12
3679,"709","Medicament709","Cond10","CategoryMed38","MarqueMed1",12
12264,"1234","Medicament1234","Cond13","CategoryMed32","MarqueMed21",12
6697,"1624","Medicament1624","Cond9","CategoryMed35","MarqueMed6",12
9715,"741","Medicament741","Cond11","CategoryMed12","MarqueMed5",12
4148,"113","Medicament113","Cond10","CategoryMed39","MarqueMed10",12
7166,"247","Medicament247","Cond6","CategoryMed36","MarqueMed21",12
1599,"637","Medicament637","Cond2","CategoryMed41","MarqueMed19",12
4617,"1552","Medicament1552","Cond10","CategoryMed38","MarqueMed9",12
7635,"67","Medicament67","Cond8","CategoryMed5","MarqueMed15",12
2068,"1058","Medicament1058","Cond4","CategoryMed15","MarqueMed20",12
5086,"1975","Medicament1975","Cond8","CategoryMed42","MarqueMed5",12
19238,"311","Medicament311","Cond6","CategoryMed22","MarqueMed17",12
2537,"1480","Medicament1480","Cond7","CategoryMed47","MarqueMed2",12
16689,"1617","Medicament1617","Cond9","CategoryMed48","MarqueMed12",12
19707,"734","Medicament734","Cond10","CategoryMed14","MarqueMed17",12
17158,"24","Medicament24","Cond2","CategoryMed4","MarqueMed13",12
457,"1408","Medicament1408","Cond10","CategoryMed44","MarqueMed21",12
14609,"1545","Medicament1545","Cond1","CategoryMed1","MarqueMed23",12
17627,"662","Medicament662","Cond6","CategoryMed1","MarqueMed15",12
12060,"1050","Medicament1050","Cond4","CategoryMed11","MarqueMed1",12
15078,"1968","Medicament1968","Cond4","CategoryMed44","MarqueMed22",12
9511,"558","Medicament558","Cond11","CategoryMed19","MarqueMed3",12
18096,"1083","Medicament1083","Cond6","CategoryMed4","MarqueMed6",12
12529,"1473","Medicament1473","Cond7","CategoryMed16","MarqueMed22",12
15547,"590","Medicament590","Cond10","CategoryMed45","MarqueMed7",12
9980,"980","Medicament980","Cond10","CategoryMed19","MarqueMed20",12
12998,"1896","Medicament1896","Cond4","CategoryMed2","MarqueMed9",12
7431,"486","Medicament486","Cond13","CategoryMed10","MarqueMed20",12
10449,"1400","Medicament1400","Cond4","CategoryMed39","MarqueMed11",12
4882,"1791","Medicament1791","Cond4","CategoryMed20","MarqueMed17",12
13467,"518","Medicament518","Cond2","CategoryMed9","MarqueMed12",12
7900,"908","Medicament908","Cond12","CategoryMed41","MarqueMed17",12
2333,"1297","Medicament1297","Cond7","CategoryMed13","MarqueMed10",12
10918,"1823","Medicament1823","Cond11","CategoryMed11","MarqueMed8",12
5351,"413","Medicament413","Cond9","CategoryMed15","MarqueMed11",12
8369,"1329","Medicament1329","Cond7","CategoryMed1","MarqueMed13",12
2802,"1719","Medicament1719","Cond6","CategoryMed9","MarqueMed9",12
5820,"836","Medicament836","Cond10","CategoryMed36","MarqueMed13",12
253,"1224","Medicament1224","Cond11","CategoryMed18","MarqueMed22",12
19972,"973","Medicament973","Cond7","CategoryMed47","MarqueMed5",12
3271,"341","Medicament341","Cond9","CategoryMed21","MarqueMed2",12
6289,"1257","Medicament1257","Cond10","CategoryMed31","MarqueMed4",12
722,"1647","Medicament1647","Cond13","CategoryMed38","MarqueMed15",12
3740,"764","Medicament764","Cond1","CategoryMed19","MarqueMed22",12
17892,"900","Medicament900","Cond11","CategoryMed14","MarqueMed22",12
1191,"27","Medicament27","Cond6","CategoryMed37","MarqueMed10",12
15343,"406","Medicament406","Cond5","CategoryMed3","MarqueMed10",12
18361,"1321","Medicament1321","Cond8","CategoryMed29","MarqueMed3",12
15812,"829","Medicament829","Cond2","CategoryMed18","MarqueMed1",12
18830,"1744","Medicament1744","Cond11","CategoryMed32","MarqueMed17",12
13263,"334","Medicament334","Cond1","CategoryMed31","MarqueMed21",12
16281,"125","Medicament125","Cond9","CategoryMed29","MarqueMed6",12
10714,"164","Medicament164","Cond11","CategoryMed44","MarqueMed22",12
19299,"367","Medicament367","Cond9","CategoryMed37","MarqueMed8",12
13732,"757","Medicament757","Cond11","CategoryMed34","MarqueMed22",12
8165,"1145","Medicament1145","Cond10","CategoryMed45","MarqueMed12",12
16750,"1672","Medicament1672","Cond11","CategoryMed46","MarqueMed18",12
11183,"262","Medicament262","Cond4","CategoryMed16","MarqueMed14",12
14201,"1178","Medicament1178","Cond8","CategoryMed4","MarqueMed16",12
8634,"1568","Medicament1568","Cond12","CategoryMed27","MarqueMed17",12
11652,"685","Medicament685","Cond11","CategoryMed19","MarqueMed1",12
6085,"1073","Medicament1073","Cond9","CategoryMed18","MarqueMed15",12
9103,"1990","Medicament1990","Cond8","CategoryMed33","MarqueMed18",12
3536,"580","Medicament580","Cond9","CategoryMed13","MarqueMed1",12
12121,"1105","Medicament1105","Cond4","CategoryMed9","MarqueMed2",12
6554,"1496","Medicament1496","Cond8","CategoryMed26","MarqueMed20",12
987,"1886","Medicament1886","Cond1","CategoryMed7","MarqueMed4",12
9572,"612","Medicament612","Cond1","CategoryMed41","MarqueMed8",12
4005,"1000","Medicament1000","Cond6","CategoryMed46","MarqueMed3",12
7023,"1918","Medicament1918","Cond3","CategoryMed43","MarqueMed7",12
1456,"508","Medicament508","Cond7","CategoryMed34","MarqueMed5",12
4474,"1423","Medicament1423","Cond5","CategoryMed28","MarqueMed15",12
1925,"930","Medicament930","Cond13","CategoryMed10","MarqueMed17",12
4943,"1846","Medicament1846","Cond1","CategoryMed3","MarqueMed23",12
19095,"1983","Medicament1983","Cond1","CategoryMed33","MarqueMed14",12
2394,"1351","Medicament1351","Cond11","CategoryMed29","MarqueMed19",12
16546,"1489","Medicament1489","Cond9","CategoryMed22","MarqueMed7",12
19564,"605","Medicament605","Cond7","CategoryMed26","MarqueMed15",12
13997,"996","Medicament996","Cond5","CategoryMed33","MarqueMed19",12
17015,"1910","Medicament1910","Cond1","CategoryMed23","MarqueMed7",12
314,"128","Medicament128","Cond7","CategoryMed15","MarqueMed21",12
14466,"1416","Medicament1416","Cond6","CategoryMed10","MarqueMed21",12
17484,"533","Medicament533","Cond7","CategoryMed25","MarqueMed6",12
11917,"923","Medicament923","Cond1","CategoryMed48","MarqueMed15",12
14935,"1839","Medicament1839","Cond8","CategoryMed50","MarqueMed21",12
9368,"429","Medicament429","Cond1","CategoryMed7","MarqueMed19",12
17953,"956","Medicament956","Cond1","CategoryMed33","MarqueMed9",12
12386,"1344","Medicament1344","Cond10","CategoryMed36","MarqueMed13",12
6819,"1734","Medicament1734","Cond2","CategoryMed13","MarqueMed5",12
15404,"461","Medicament461","Cond7","CategoryMed25","MarqueMed17",12
9837,"851","Medicament851","Cond3","CategoryMed29","MarqueMed22",12
12855,"1767","Medicament1767","Cond13","CategoryMed10","MarqueMed20",12
7288,"357","Medicament357","Cond6","CategoryMed17","MarqueMed1",12
10306,"1272","Medicament1272","Cond3","CategoryMed38","MarqueMed7",12
4739,"1662","Medicament1662","Cond13","CategoryMed3","MarqueMed13",12
7757,"78","Medicament78","Cond9","CategoryMed20","MarqueMed2",12
2190,"1168","Medicament1168","Cond13","CategoryMed48","MarqueMed19",12
10775,"1695","Medicament1695","Cond10","CategoryMed40","MarqueMed22",12
5208,"285","Medicament285","Cond5","CategoryMed29","MarqueMed22",12
8226,"120","Medicament120","Cond6","CategoryMed11","MarqueMed10",12
2659,"1590","Medicament1590","Cond1","CategoryMed50","MarqueMed21",12
5677,"707","Medicament707","Cond6","CategoryMed7","MarqueMed12",12
110,"1096","Medicament1096","Cond11","CategoryMed26","MarqueMed19",12
19829,"844","Medicament844","Cond1","CategoryMed25","MarqueMed18",12
3128,"212","Medicament212","Cond3","CategoryMed29","MarqueMed1",12
579,"1518","Medicament1518","Cond1","CategoryMed15","MarqueMed4",12
3597,"635","Medicament635","Cond5","CategoryMed37","MarqueMed18",12
17749,"772","Medicament772","Cond13","CategoryMed20","MarqueMed10",12
1048,"1940","Medicament1940","Cond7","CategoryMed1","MarqueMed17",12
15200,"278","Medicament278","Cond7","CategoryMed11","MarqueMed13",12
18218,"1193","Medicament1193","Cond5","CategoryMed43","MarqueMed12",12
12651,"1583","Medicament1583","Cond2","CategoryMed30","MarqueMed3",12
15669,"70","Medicament70","Cond9","CategoryMed43","MarqueMed11",12
18687,"1615","Medicament1615","Cond9","CategoryMed34","MarqueMed10",12
13120,"205","Medicament205","Cond9","CategoryMed10","MarqueMed11",12
16138,"1120","Medicament1120","Cond5","CategoryMed17","MarqueMed5",12
10571,"1510","Medicament1510","Cond12","CategoryMed37","MarqueMed15",12
13589,"628","Medicament628","Cond4","CategoryMed16","MarqueMed8",12
8022,"1016","Medicament1016","Cond9","CategoryMed19","MarqueMed19",12
16607,"1543","Medicament1543","Cond10","CategoryMed47","MarqueMed15",12
11040,"1933","Medicament1933","Cond11","CategoryMed22","MarqueMed18",12
14058,"1049","Medicament1049","Cond3","CategoryMed41","MarqueMed15",12
8491,"1439","Medicament1439","Cond9","CategoryMed42","MarqueMed23",12
11509,"556","Medicament556","Cond2","CategoryMed22","MarqueMed8",12
5942,"946","Medicament946","Cond8","CategoryMed6","MarqueMed19",12
8960,"1861","Medicament1861","Cond5","CategoryMed39","MarqueMed23",12
3393,"451","Medicament451","Cond4","CategoryMed37","MarqueMed3",12
6411,"1367","Medicament1367","Cond3","CategoryMed7","MarqueMed19",12
844,"1757","Medicament1757","Cond4","CategoryMed19","MarqueMed12",12
9429,"484","Medicament484","Cond5","CategoryMed1","MarqueMed3",12
3862,"874","Medicament874","Cond9","CategoryMed31","MarqueMed20",12
6880,"179","Medicament179","Cond13","CategoryMed31","MarqueMed6",12
1313,"38","Medicament38","Cond13","CategoryMed28","MarqueMed12",12
4331,"1295","Medicament1295","Cond9","CategoryMed36","MarqueMed10",12
18483,"1431","Medicament1431","Cond5","CategoryMed10","MarqueMed3",12
1782,"801","Medicament801","Cond9","CategoryMed31","MarqueMed10",12
4800,"1717","Medicament1717","Cond13","CategoryMed3","MarqueMed22",12
18952,"1854","Medicament1854","Cond8","CategoryMed23","MarqueMed10",12
2251,"1222","Medicament1222","Cond2","CategoryMed39","MarqueMed9",12
16403,"136","Medicament136","Cond9","CategoryMed37","MarqueMed5",12
19421,"477","Medicament477","Cond5","CategoryMed22","MarqueMed14",12
13854,"867","Medicament867","Cond2","CategoryMed9","MarqueMed13",12
16872,"1782","Medicament1782","Cond2","CategoryMed1","MarqueMed3",12
11305,"372","Medicament372","Cond1","CategoryMed10","MarqueMed5",12
19890,"9","Medicament9","Cond11","CategoryMed2","MarqueMed4",12
14323,"1288","Medicament1288","Cond13","CategoryMed40","MarqueMed10",12
17341,"404","Medicament404","Cond7","CategoryMed21","MarqueMed5",12
11774,"795","Medicament795","Cond13","CategoryMed29","MarqueMed12",12
14792,"171","Medicament171","Cond9","CategoryMed43","MarqueMed7",12
9225,"30","Medicament30","Cond3","CategoryMed21","MarqueMed1",12
12243,"1215","Medicament1215","Cond6","CategoryMed27","MarqueMed2",12
6676,"1605","Medicament1605","Cond13","CategoryMed13","MarqueMed11",12
15261,"332","Medicament332","Cond13","CategoryMed24","MarqueMed5",12
9694,"722","Medicament722","Cond6","CategoryMed22","MarqueMed18",12
12712,"1638","Medicament1638","Cond7","CategoryMed40","MarqueMed11",12
7145,"228","Medicament228","Cond7","CategoryMed9","MarqueMed2",12
10163,"1143","Medicament1143","Cond11","CategoryMed39","MarqueMed16",12
4596,"1533","Medicament1533","Cond7","CategoryMed13","MarqueMed9",12
7614,"650","Medicament650","Cond9","CategoryMed16","MarqueMed12",12
2047,"1039","Medicament1039","Cond10","CategoryMed22","MarqueMed12",12
5065,"1956","Medicament1956","Cond10","CategoryMed12","MarqueMed13",12
8083,"1071","Medicament1071","Cond12","CategoryMed50","MarqueMed15",12
2516,"1461","Medicament1461","Cond6","CategoryMed48","MarqueMed21",12
5534,"579","Medicament579","Cond9","CategoryMed42","MarqueMed3",12
19686,"715","Medicament715","Cond5","CategoryMed45","MarqueMed20",12
2985,"1884","Medicament1884","Cond2","CategoryMed18","MarqueMed9",12
17137,"220","Medicament220","Cond2","CategoryMed13","MarqueMed21",12
436,"139","Medicament139","Cond8","CategoryMed19","MarqueMed10",12
3454,"506","Medicament506","Cond1","CategoryMed44","MarqueMed19",12
17606,"643","Medicament643","Cond8","CategoryMed36","MarqueMed13",12
905,"1811","Medicament1811","Cond8","CategoryMed34","MarqueMed16",12
15057,"1949","Medicament1949","Cond8","CategoryMed45","MarqueMed23",12
18075,"1064","Medicament1064","Cond1","CategoryMed4","MarqueMed20",12
12508,"1454","Medicament1454","Cond8","CategoryMed10","MarqueMed15",12
15526,"571","Medicament571","Cond12","CategoryMed38","MarqueMed9",12
18544,"1487","Medicament1487","Cond9","CategoryMed6","MarqueMed5",12
12977,"1877","Medicament1877","Cond9","CategoryMed2","MarqueMed9",12
15995,"994","Medicament994","Cond12","CategoryMed44","MarqueMed13",12
10428,"1382","Medicament1382","Cond1","CategoryMed34","MarqueMed19",12
13446,"5","Medicament5","Cond11","CategoryMed21","MarqueMed11",12
7879,"89","Medicament89","Cond3","CategoryMed35","MarqueMed22",12
10897,"1804","Medicament1804","Cond6","CategoryMed42","MarqueMed13",12
5330,"395","Medicament395","Cond6","CategoryMed38","MarqueMed5",12
13915,"921","Medicament921","Cond2","CategoryMed28","MarqueMed16",12
8348,"131","Medicament131","Cond9","CategoryMed12","MarqueMed2",12
11366,"427","Medicament427","Cond9","CategoryMed49","MarqueMed21",12
5799,"817","Medicament817","Cond3","CategoryMed28","MarqueMed13",12
8817,"1732","Medicament1732","Cond5","CategoryMed5","MarqueMed3",12
3250,"322","Medicament322","Cond7","CategoryMed10","MarqueMed18",12
6268,"1238","Medicament1238","Cond1","CategoryMed3","MarqueMed2",12
701,"1628","Medicament1628","Cond10","CategoryMed13","MarqueMed5",12
9286,"355","Medicament355","Cond5","CategoryMed7","MarqueMed17",12
3719,"745","Medicament745","Cond11","CategoryMed13","MarqueMed22",12
6737,"1660","Medicament1660","Cond12","CategoryMed8","MarqueMed10",12
1170,"250","Medicament250","Cond3","CategoryMed2","MarqueMed22",12
4188,"1166","Medicament1166","Cond2","CategoryMed26","MarqueMed6",12
18340,"1302","Medicament1302","Cond10","CategoryMed8","MarqueMed21",12
1639,"673","Medicament673","Cond10","CategoryMed6","MarqueMed23",12
15791,"81","Medicament81","Cond7","CategoryMed4","MarqueMed1",12
18809,"1725","Medicament1725","Cond2","CategoryMed17","MarqueMed9",12
2108,"1094","Medicament1094","Cond7","CategoryMed24","MarqueMed11",12
16260,"1230","Medicament1230","Cond2","CategoryMed5","MarqueMed12",12
19278,"348","Medicament348","Cond12","CategoryMed39","MarqueMed11",12
13711,"738","Medicament738","Cond3","CategoryMed6","MarqueMed14",12
16729,"1653","Medicament1653","Cond4","CategoryMed27","MarqueMed6",12
11162,"243","Medicament243","Cond11","CategoryMed26","MarqueMed13",12
19747,"770","Medicament770","Cond11","CategoryMed10","MarqueMed6",12
14180,"1159","Medicament1159","Cond12","CategoryMed22","MarqueMed4",12
17198,"276","Medicament276","Cond13","CategoryMed38","MarqueMed2",12
11631,"666","Medicament666","Cond13","CategoryMed10","MarqueMed7",12
14649,"1581","Medicament1581","Cond1","CategoryMed39","MarqueMed22",12
9082,"1971","Medicament1971","Cond5","CategoryMed5","MarqueMed5",12
12100,"1087","Medicament1087","Cond1","CategoryMed13","MarqueMed21",12
6533,"1477","Medicament1477","Cond12","CategoryMed31","MarqueMed3",12
15118,"203","Medicament203","Cond8","CategoryMed22","MarqueMed3",12
9551,"594","Medicament594","Cond11","CategoryMed6","MarqueMed9",12
3984,"984","Medicament984","Cond11","CategoryMed9","MarqueMed5",12
12569,"1509","Medicament1509","Cond12","CategoryMed32","MarqueMed14",12
7002,"19","Medicament19","Cond3","CategoryMed38","MarqueMed16",12
10020,"1014","Medicament1014","Cond10","CategoryMed28","MarqueMed13",12
4453,"1404","Medicament1404","Cond12","CategoryMed50","MarqueMed8",12
7471,"521","Medicament521","Cond5","CategoryMed41","MarqueMed6",12
1904,"911","Medicament911","Cond12","CategoryMed15","MarqueMed23",12
4922,"1827","Medicament1827","Cond2","CategoryMed31","MarqueMed2",12
7940,"944","Medicament944","Cond6","CategoryMed31","MarqueMed4",12
2373,"1332","Medicament1332","Cond2","CategoryMed17","MarqueMed11",12
5391,"45","Medicament45","Cond2","CategoryMed13","MarqueMed4",12
19543,"587","Medicament587","Cond13","CategoryMed27","MarqueMed5",12
2842,"1755","Medicament1755","Cond5","CategoryMed42","MarqueMed18",12
16994,"1892","Medicament1892","Cond11","CategoryMed22","MarqueMed18",12
293,"1260","Medicament1260","Cond10","CategoryMed40","MarqueMed7",12
17463,"514","Medicament514","Cond12","CategoryMed3","MarqueMed14",12
762,"1683","Medicament1683","Cond6","CategoryMed27","MarqueMed15",12
14914,"182","Medicament182","Cond2","CategoryMed44","MarqueMed1",12
17932,"937","Medicament937","Cond3","CategoryMed11","MarqueMed12",12
12365,"1325","Medicament1325","Cond10","CategoryMed45","MarqueMed1",12
15383,"442","Medicament442","Cond10","CategoryMed36","MarqueMed17",12
9816,"832","Medicament832","Cond10","CategoryMed1","MarqueMed3",12
18401,"1358","Medicament1358","Cond5","CategoryMed5","MarqueMed23",12
12834,"1748","Medicament1748","Cond2","CategoryMed33","MarqueMed18",12
15852,"865","Medicament865","Cond12","CategoryMed17","MarqueMed13",12
10285,"1253","Medicament1253","Cond5","CategoryMed19","MarqueMed23",12
13303,"370","Medicament370","Cond10","CategoryMed4","MarqueMed17",12
7736,"760","Medicament760","Cond6","CategoryMed41","MarqueMed18",12
10754,"1676","Medicament1676","Cond2","CategoryMed9","MarqueMed4",12
5187,"266","Medicament266","Cond3","CategoryMed36","MarqueMed20",12
13772,"793","Medicament793","Cond10","CategoryMed27","MarqueMed3",12
8205,"1181","Medicament1181","Cond9","CategoryMed20","MarqueMed15",12
2638,"1571","Medicament1571","Cond11","CategoryMed36","MarqueMed10",12
11223,"299","Medicament299","Cond4","CategoryMed3","MarqueMed3",12
5656,"689","Medicament689","Cond13","CategoryMed37","MarqueMed3",12
8674,"1603","Medicament1603","Cond8","CategoryMed12","MarqueMed4",12
3107,"1994","Medicament1994","Cond3","CategoryMed39","MarqueMed6",12
6125,"1109","Medicament1109","Cond13","CategoryMed15","MarqueMed9",12
558,"15","Medicament15","Cond10","CategoryMed25","MarqueMed1",12
3576,"616","Medicament616","Cond9","CategoryMed21","MarqueMed14",12
6594,"1531","Medicament1531","Cond8","CategoryMed28","MarqueMed23",12
1027,"1921","Medicament1921","Cond2","CategoryMed37","MarqueMed13",12
4045,"1037","Medicament1037","Cond4","CategoryMed34","MarqueMed17",12
18197,"1174","Medicament1174","Cond1","CategoryMed19","MarqueMed20",12
1496,"544","Medicament544","Cond10","CategoryMed8","MarqueMed11",12
15648,"681","Medicament681","Cond5","CategoryMed7","MarqueMed14",12
18666,"1597","Medicament1597","Cond5","CategoryMed47","MarqueMed8",12
16117,"1101","Medicament1101","Cond2","CategoryMed25","MarqueMed8",12
19135,"219","Medicament219","Cond6","CategoryMed18","MarqueMed18",12
13568,"609","Medicament609","Cond2","CategoryMed5","MarqueMed23",12
16586,"1524","Medicament1524","Cond6","CategoryMed29","MarqueMed18",12
11019,"1914","Medicament1914","Cond3","CategoryMed35","MarqueMed4",12
19604,"641","Medicament641","Cond11","CategoryMed45","MarqueMed10",12
14037,"103","Medicament103","Cond6","CategoryMed16","MarqueMed16",12
8470,"142","Medicament142","Cond9","CategoryMed24","MarqueMed4",12
17055,"1947","Medicament1947","Cond12","CategoryMed4","MarqueMed18",12
11488,"537","Medicament537","Cond13","CategoryMed8","MarqueMed14",12
14506,"1452","Medicament1452","Cond13","CategoryMed1","MarqueMed8",12
8939,"1842","Medicament1842","Cond6","CategoryMed45","MarqueMed7",12
11957,"96","Medicament96","Cond6","CategoryMed49","MarqueMed1",12
6390,"1348","Medicament1348","Cond10","CategoryMed2","MarqueMed22",12
9408,"465","Medicament465","Cond7","CategoryMed3","MarqueMed2",12
3841,"855","Medicament855","Cond13","CategoryMed29","MarqueMed4",12
12426,"1380","Medicament1380","Cond13","CategoryMed39","MarqueMed5",12
6859,"1770","Medicament1770","Cond10","CategoryMed29","MarqueMed21",12
1292,"360","Medicament360","Cond4","CategoryMed8","MarqueMed15",12
9877,"888","Medicament888","Cond4","CategoryMed25","MarqueMed15",12
4310,"1276","Medicament1276","Cond9","CategoryMed36","MarqueMed21",12
7328,"393","Medicament393","Cond2","CategoryMed1","MarqueMed12",12
1761,"783","Medicament783","Cond13","CategoryMed49","MarqueMed13",12
4779,"1699","Medicament1699","Cond13","CategoryMed38","MarqueMed10",12
2230,"1203","Medicament1203","Cond4","CategoryMed40","MarqueMed1",12
